NU_INSCRICAO;TP_SEXO;NU_IDADE;CO_MUNICIPIO_RESIDENCIA;NO_MUNICIPIO_RESIDENCIA;SG_UF_RESIDENCIA;TP_ESCOLA;TP_ENSINO;IN_TREINEIRO;CO_ESCOLA;NU_NOTA_CN;NU_NOTA_CH;NU_NOTA_LC;NU_NOTA_MT;NU_NOTA_REDACAO
10000190;F;17;7267367;Município 98;AM;1;2;0;ESC00172;576.1205394745425;407.6564392409551;513.6203888197782;684.1054607546537;813.539859108969
10000191;F;22;3644347;Município 16;SP;2;1;0;ESC00115;579.5452206593159;566.3714836199294;617.0237463838545;466.35404688935955;548.4402874215365
10000192;F;19;7797984;Município 55;MT;1;1;0;ESC00065;507.45903708447764;305.9076385671669;286.90691238274155;571.5390239470458;685.6888078768346
10000193;F;16;5761021;Município 78;AM;2;2;0;ESC00150;619.9357455589114;723.7103775709579;801.5226397305707;724.8877667352411;747.8310558610987
10000194;M;18;3751310;Município 90;GO;2;2;0;ESC00029;506.01989828866647;557.493202241682;478.8002578987587;550.4328162922271;381.981908476808
10000195;M;19;3751310;Município 90;MS;1;2;0;ESC00065;353.5398615950303;360.74314394074673;437.003647960725;575.2985716688162;740.0942264857205
10000196;F;21;3644347;Município 16;SC;1;2;0;ESC00078;391.7856450479511;471.3715925690893;434.3547401913364;250.08126649309966;663.5615390273844
10000197;M;18;2533197;Município 94;ES;1;1;0;ESC00012;520.9586514774429;561.5969121719534;442.89338788536304;445.0379809080492;959.4698946622623
10000198;M;16;4196823;Município 6;ES;1;1;0;ESC00125;431.9481161655083;420.56787987163443;509.87441085035124;331.288638314796;676.5424581082733
10000199;F;16;7937654;Município 73;GO;2;2;0;ESC00017;520.4950187283015;578.6197810101567;478.2061032864935;646.1183232758506;1000.0
10000200;F;22;1873992;Município 3;MG;1;1;0;ESC00188;425.1862518905874;548.831371631363;502.97986812294005;480.17610046044626;772.4743891177627
10000201;F;20;7797984;Município 55;RR;1;1;0;ESC00172;258.42511635301094;601.8207200015358;453.43075660842914;441.6070051144108;900.1332591578757
10000202;M;16;6448986;Município 45;RN;1;2;0;ESC00167;522.9186074229842;401.40651025622645;398.1489111560565;553.4222360301319;726.9836341180772
10000203;F;19;5616719;Município 24;MT;1;1;0;ESC00135;391.98657131071144;480.8752660970709;522.0009792909217;446.6472526453806;295.82893731859434
10000204;M;18;1696929;Município 34;DF;1;1;0;ESC00024;240.86685905578653;354.4894259485977;496.80341735213005;337.8887366128804;809.8765624736699
10000205;M;19;4196823;Município 6;RS;2;1;0;ESC00195;426.3274632365459;589.4016693464216;562.1664042609694;642.7567236028717;636.7735545750908
10000206;F;23;6456393;Município 67;DF;1;1;0;ESC00014;578.7751587942913;307.79952066154686;511.8425559231066;682.3011175915701;602.7735584484312
10000207;F;17;6307081;Município 48;PA;1;1;0;ESC00177;356.0844028998777;374.7783507188617;305.81997226241344;569.0370667562465;450.17751248639786
10000208;M;19;5126851;Município 20;PR;1;2;0;ESC00014;506.57953732517234;297.83051964156425;442.16737283169925;267.0806423076751;570.0586548047587
10000209;M;24;2885187;Município 83;RS;1;2;0;ESC00048;330.75581189497075;503.88158329813007;595.9390824618256;461.2232013795986;608.2435319146806
10000210;F;18;6276549;Município 66;TO;2;2;0;ESC00115;535.158180044161;479.94136882279076;605.7756776060183;515.3081202126021;902.1530194754872
10000211;M;17;4691137;Município 93;AP;1;2;0;ESC00078;570.0809032684883;470.0505352910027;500.8259066707749;543.5054978735566;436.0208741412096
10000212;F;16;8383731;Município 27;MG;2;2;0;ESC00143;505.29944231675927;543.2596578892469;644.235139960769;814.5796808421093;604.580348155702
10000213;F;15;9850005;Município 81;AM;1;2;0;ESC00064;565.9722730945019;296.10999967783323;536.2012029692819;579.6440780334979;283.6728290987205
10000214;M;15;4691137;Município 93;RR;1;1;0;ESC00011;336.91437725280093;482.6702326316165;379.4225168365483;562.072689492465;764.2954857611841
10000215;F;17;2052937;Município 50;RJ;1;2;0;ESC00078;325.1642952451575;457.4677298317306;511.54940427191025;325.6536500831378;620.6207142464816
10000216;M;16;1114557;Município 71;SC;1;2;0;ESC00148;439.80895307866297;403.9238731203616;435.32749474172186;460.5537648641092;511.08723467550914
10000217;M;24;6730704;Município 52;TO;2;1;0;ESC00033;357.4944780134415;447.5884229221002;601.7482613487067;438.2716793394542;843.2148496246855
10000218;F;17;9708150;Município 28;MT;1;2;0;ESC00156;588.0055096278882;538.8439839268776;532.7799476615647;524.3806094455454;793.4680472430259
10000219;F;15;2790176;Município 96;BA;1;1;0;ESC00152;310.07329062724284;575.2369539399609;365.19280001037623;440.26652191752294;793.2924722639337
10000220;M;17;6922887;Município 36;AC;1;2;0;ESC00115;540.879025510161;480.9136810161372;565.158632409292;520.7799417476458;370.5419155795172
10000221;F;19;6528453;Município 18;TO;1;2;0;ESC00051;394.87002688350424;387.9949577175182;387.3788837802606;608.1728525986963;605.2294524817727
10000222;F;19;1014253;Município 31;RN;1;1;0;ESC00045;481.73209499414287;462.0390911513265;637.7726355328475;569.704083009793;632.5536729045875
10000223;F;15;5440239;Município 58;MG;1;1;0;ESC00069;506.08217489574554;445.8021497636472;608.0687966793179;533.8461908039416;735.4572567394416
10000224;M;16;3526829;Município 68;MA;1;2;0;ESC00191;429.5666339748197;419.7477938261289;374.19139902615916;507.67935375160175;736.3964546234001
10000225;M;17;9708150;Município 28;PR;1;2;0;ESC00185;385.0438876797718;591.4281971378291;418.30459664808893;357.8715028568038;679.783606505473
10000226;F;18;2726502;Município 23;TO;2;1;0;ESC00180;580.387537795876;669.909656939172;622.3620136333215;699.0198590956776;808.5447956916017
10000227;M;18;9865606;Município 89;GO;1;1;0;ESC00019;545.1746426377522;516.3771386132418;620.6869431781472;575.896542458848;653.3077166275478
10000228;F;18;6307081;Município 48;MS;1;1;0;ESC00182;447.38380964349443;623.7367525599025;504.06156901755867;214.34088138609485;852.4796694812951
10000229;M;19;9089832;Município 39;AM;1;1;0;ESC00152;489.00030036058405;451.3329773159755;581.1212315255962;477.8864401316468;416.23135534476154
10000230;F;18;4307675;Município 69;PR;1;2;0;ESC00086;329.91105701221596;531.1553371070133;502.8673178394098;543.5919717695625;693.7938642124312
10000231;M;16;7296975;Município 7;RJ;1;2;0;ESC00065;521.8671673740083;483.64528270103693;575.3589012536137;394.89190978282807;436.690296137886
10000232;M;15;6226817;Município 61;MA;2;2;1;ESC00119;525.3916857074843;523.3915715882963;480.5545987508658;427.35779019572817;643.8660227383008
10000233;F;18;6448986;Município 45;SC;1;1;0;ESC00178;215.65785675512026;447.12054733980773;526.3870986617464;616.8421902500828;658.643667915822
10000234;M;19;8662457;Município 29;RN;1;2;0;ESC00145;369.31136160639613;469.7527299098678;542.0162802466591;486.18266159830415;602.4203680072326
10000235;M;15;1696929;Município 34;MT;2;2;0;ESC00073;465.84584955448884;849.7695250341565;553.2877721733288;767.1009012118568;562.1577019660866
10000236;M;23;3644347;Município 16;SP;1;1;0;ESC00076;348.2473321958133;425.019842603221;406.7920989266727;541.873646000684;603.3459213949951
10000237;M;23;3644347;Município 16;MT;1;1;1;ESC00021;626.8612859479754;546.7157880883809;553.1542484581585;474.0691459131067;702.5575268814083
10000238;M;16;9850005;Município 81;ES;1;2;0;ESC00094;408.688893900637;635.386544341032;460.9351536482245;500.5848797052763;742.1610493173715
10000239;F;17;5440239;Município 58;TO;1;1;0;ESC00072;547.0403588325985;460.53467057340276;462.3153248648086;314.58810582293734;571.4269597016981
10000240;F;15;7589212;Município 99;AC;2;1;0;ESC00044;587.7411244937983;411.0161377361883;448.21279433759094;697.0583239031693;583.0664149726792
10000241;F;15;9850005;Município 81;DF;1;1;0;ESC00123;542.3384442412384;504.8040564300858;449.65075133863064;385.3118569457262;552.5748283394652
10000242;F;22;9352997;Município 26;PR;1;1;0;ESC00087;704.9289205382524;598.397122668913;330.6821458986134;329.3925630917082;882.3853195643495
10000243;M;20;4307675;Município 69;PI;1;1;0;ESC00108;624.1793697080456;570.8523511436837;547.6759218910652;444.00979560487104;482.90469209370866
10000244;M;15;1661309;Município 42;AM;2;1;0;ESC00167;452.70854673393535;585.2931800677339;457.09769222867794;578.3172268156014;748.3771034006872
10000245;F;18;5351086;Município 88;ES;2;2;0;ESC00116;438.43396724041094;581.423607708756;469.25448577113144;655.5887812114424;616.8021663544761
10000246;F;17;3526829;Município 68;MG;1;1;0;ESC00110;724.3140760667238;525.1663408937162;408.07991337003693;431.7949185064246;670.3978102034941
10000247;M;18;4307675;Município 69;AM;1;2;0;ESC00029;584.859134329643;517.3613804025939;506.3068543120406;510.75926465506404;790.9427515404911
10000248;M;18;8072166;Município 85;AP;1;1;0;ESC00145;366.93549045225683;257.89450409161935;442.9721850018894;536.5039847751642;653.2771315628522
10000249;F;18;3929404;Município 51;RJ;2;1;0;ESC00149;679.4678452485916;565.695684866504;651.0364890833312;522.1026118003853;769.5956534015102
10000250;F;20;1629015;Município 41;BA;1;2;0;ESC00122;494.23230235894664;443.0708260198424;473.4688072962515;647.2646131142046;813.5653074364393
10000251;M;16;9232150;Município 11;AP;2;2;1;ESC00123;380.59611967608123;625.0788042613963;578.7170050847042;532.69134521523;994.6002565603437
10000252;M;24;7171329;Município 75;PI;2;2;0;ESC00195;553.8762255390144;514.6947780304336;617.0910901700219;441.0546776572923;894.9867551517584
10000253;M;20;4508584;Município 15;PA;1;2;0;ESC00022;375.8179167810467;560.897191479007;559.999606511981;408.23106360460423;774.9120582356193
10000254;M;15;6316351;Município 53;TO;1;1;0;ESC00062;378.7698595697465;511.6412250004646;560.043159798918;228.34636669044002;521.1941338821786
10000255;F;15;4245421;Município 5;PR;1;1;0;ESC00185;362.9036350502687;499.88749186232155;478.8366749744879;511.21236486142703;483.8448281802
10000256;M;23;7067436;Município 80;ES;1;1;0;ESC00051;520.2719818720668;526.8213714804024;555.8047829184408;674.5099191339173;644.5543419328476
10000257;M;15;6730704;Município 52;SC;2;1;0;ESC00078;612.8392380030175;519.7328881922606;580.8468687251142;637.7268670261049;673.9494669175763
10000258;F;22;6730704;Município 52;RS;2;2;0;ESC00159;588.7266235394144;657.4503801013242;552.7648708761778;499.09891780813393;835.5000808888451
10000259;F;15;7079097;Município 8;SC;1;1;0;ESC00143;555.3144412660145;427.1042719426598;477.77727780073894;351.0077462069573;633.982311108989
10000260;F;22;1738700;Município 87;PB;1;2;0;ESC00031;473.5102206644976;603.3108761945513;460.7110402232543;562.9431559826841;567.0490814795837
10000261;M;19;5233363;Município 14;BA;2;1;0;ESC00162;574.0420050382137;576.0638906094895;703.0295522924065;709.780466217901;563.3985190625237
10000262;M;15;4245421;Município 5;RO;1;2;0;ESC00064;448.0779242138503;409.6697371479907;381.48993826256344;493.45416055380537;581.886754048965
10000263;F;17;6316489;Município 77;RO;2;2;0;ESC00180;394.5997614967355;522.1359632699522;571.8932986960937;569.5486854652553;516.6457693162229
10000264;M;20;5196914;Município 33;RN;1;2;0;ESC00074;410.75641205882374;683.7990946744868;483.58436443752737;767.8073369182151;430.50962036697535
10000265;F;17;1114557;Município 71;RN;2;1;0;ESC00118;648.098275028538;637.6714077948302;529.9552310616403;463.05967229315115;934.5860816381494
10000266;M;17;1014253;Município 31;PB;1;2;0;ESC00018;520.6318543495195;508.67963388607257;376.5639138943169;403.7095301400751;380.64618882749426
10000267;M;15;6226817;Município 61;AM;1;2;0;ESC00094;383.8122153883218;463.08032957739067;614.6769953215262;393.87219330861035;891.471094757233
10000268;M;22;3538802;Município 19;GO;1;2;0;ESC00057;416.7806284213438;342.6412528641171;599.0909954199354;365.87102488595315;770.0069407897307
10000269;M;15;9850005;Município 81;RS;1;1;0;ESC00092;528.2999830191462;483.41268248146906;585.4311375199246;592.5170641452099;733.051497179948
10000270;M;22;1014253;Município 31;MG;2;2;0;ESC00161;530.5926757452909;586.57343657604;537.844580971644;625.9554136700349;788.687068359197
10000271;M;20;7718838;Município 95;MT;1;2;0;ESC00165;498.839292283582;475.4193219656006;323.51416016271986;403.6240094531837;436.0082887853782
10000272;F;16;6316351;Município 53;BA;2;2;0;ESC00117;517.7547657628131;705.7214536131214;690.3227229198312;493.86059363018904;723.0588389909653
10000273;F;15;3526829;Município 68;RJ;2;1;0;ESC00192;503.63934554998775;523.1687293167516;484.8994360388202;547.6931068366089;460.5099539649669
10000274;M;16;7614014;Município 35;RN;2;1;0;ESC00084;589.378785554657;603.7933296116237;596.4698665521379;632.1106245181536;655.3350319014605
10000275;M;15;4793577;Município 70;AC;1;2;0;ESC00183;397.80401435000766;515.6337217290184;539.7347437750548;627.7521520840035;587.976924396979
10000276;F;19;9708150;Município 28;AL;1;2;0;ESC00028;437.20166148357436;359.08020652581797;468.13908066323995;639.6612651443799;528.8666345488436
10000277;M;16;9765637;Município 25;MG;1;2;0;ESC00003;385.37670459084086;456.797993994677;397.84794788854117;420.7744851884448;208.34074854127766
10000278;F;25;1629015;Município 41;ES;1;1;0;ESC00091;436.75788394067365;454.6731559545225;396.5344839169398;360.0914054633864;674.694600864532
10000279;M;16;7093107;Município 86;PB;1;1;1;ESC00064;436.2808974474246;588.6406941353104;422.04030273592286;310.55984813212024;340.762024507002
10000280;M;17;4793577;Município 70;RR;2;1;0;ESC00138;380.7267943627411;587.3314840828701;535.1939392144586;597.6148007570906;800.178058410753
10000281;M;22;1738700;Município 87;DF;1;2;0;ESC00065;556.5853656560505;514.8434030573947;392.61986351919916;315.2087672178282;397.7318358901862
10000282;F;15;1661309;Município 42;SC;1;1;0;ESC00096;659.2028679430532;568.6491832391068;225.070857746689;292.16744576941596;676.9033982492352
10000283;M;17;9865606;Município 89;MT;1;2;0;ESC00017;445.59617634254846;384.87754364464956;514.2079700004643;521.8762398998153;533.6373163355831
10000284;F;17;6316351;Município 53;MT;1;1;0;ESC00122;459.4775719007023;578.8295079928653;563.9337007806109;595.0671554792414;627.6884447647033
10000285;F;18;2157217;Município 30;MT;1;1;0;ESC00081;518.4634578936991;437.1146866519455;524.0367366565179;429.4625274575585;580.410077974217
10000286;F;15;9677565;Município 37;GO;1;1;0;ESC00020;388.8839222416933;318.24126296701377;527.9075069009484;375.8841684265931;546.5781979353326
10000287;M;16;1114557;Município 71;CE;1;2;0;ESC00118;447.88403933574676;536.8247870311162;557.1743405545269;441.4083104603229;738.6866460217773
10000288;M;18;7718838;Município 95;AC;1;1;0;ESC00031;395.239958322413;482.98681971473735;473.71015553911576;507.3363556288956;525.8107606681895
10000289;F;19;7296975;Município 7;RJ;1;1;1;ESC00091;400.1769073295365;492.3873122340765;508.7419548672657;282.6187413912496;755.0935248247744
10000290;F;17;2157217;Município 30;PB;1;1;0;ESC00115;680.0667652489307;649.1319361871481;416.6974322227571;321.4132636367474;289.10700167071377
10000291;F;15;9708150;Município 28;PA;2;1;0;ESC00004;764.4260124061316;567.9494414231959;769.6116086501987;594.747491750967;1000.0
10000292;M;20;3186484;Município 21;ES;1;2;0;ESC00169;461.37722271644833;571.1438509090851;542.1676608160554;581.4586226355455;798.6068502688232
10000293;M;15;8383731;Município 27;RJ;1;2;0;ESC00122;638.9642797727387;450.55165738579365;459.89393982629196;298.5416614986513;744.7907485709393
10000294;F;15;1306841;Município 49;GO;1;1;0;ESC00163;508.68468487137625;402.3310939211053;484.7937114638909;358.3363495544532;591.1137682519317
10000295;M;15;3526829;Município 68;BA;2;2;1;ESC00132;514.2296162896832;634.7892155630693;525.4447265877837;517.8261678544209;874.3651092325299
10000296;M;18;9677565;Município 37;MG;2;1;0;ESC00027;656.9137063638262;702.118842140485;509.56243626986355;428.17765197952065;710.9985976720167
10000297;F;20;7902533;Município 63;PI;1;2;0;ESC00071;469.5604069961979;474.20783186919846;435.4847537354203;426.43112273860436;615.5301187283269
10000298;F;20;7614014;Município 35;SP;1;2;0;ESC00009;661.4501298836324;448.56056827114094;445.50496717391513;370.31814537056846;818.5810930053206
10000299;M;15;9677565;Município 37;BA;1;1;0;ESC00129;453.0036388321916;421.08429213356044;479.36091671417535;526.9884561809054;700.3176068108307
10000300;M;16;4245421;Município 5;RR;1;2;0;ESC00170;352.0043733626467;523.3065663309255;516.0496971497632;622.5154693699074;522.1108829055922
10000301;M;15;1873992;Município 3;SE;1;2;0;ESC00194;436.0647312833409;400.6606277776505;485.65003609580504;527.5402553803879;490.0232711258758
10000302;M;17;7902533;Município 63;AL;2;1;0;ESC00187;442.257497438904;418.55596495011457;603.242614864241;671.1214625480889;469.4763108173718
10000303;M;23;3751310;Município 90;RN;1;2;0;ESC00048;463.32652988083726;596.0643564820729;529.1660816124842;493.57197475916394;768.6246336057077
10000304;M;15;1400651;Município 59;RJ;1;2;0;ESC00056;450.6624678318519;423.33043982145176;565.555767668388;410.88023162322196;670.8452335549745
10000305;F;18;8522842;Município 44;RS;1;2;0;ESC00115;453.65043267379576;319.2526407585518;492.0318740624489;583.0399584946076;619.951611089992
10000306;F;22;9470497;Município 46;SE;2;1;0;ESC00035;494.38651253703364;541.217540302457;632.8791719128341;771.7812125715118;813.6143848618618
10000307;M;22;1590707;Município 38;GO;2;2;0;ESC00042;639.8600124579749;587.5414655235079;554.2826165492089;609.5421405943673;717.397849476605
10000308;F;16;1576485;Município 60;TO;1;2;0;ESC00144;324.63842069943166;610.325347918622;502.88787209722716;275.9625585781107;631.9093371290355
10000309;M;15;6456393;Município 67;MA;2;1;0;ESC00111;552.6754108174919;520.8547981052404;678.6375370210321;524.5250068919993;496.86419696853534
10000310;M;18;5761021;Município 78;PR;2;1;0;ESC00125;585.2565348686945;404.54627087579036;646.669007135094;607.2497042665487;887.1181707475489
